DISTRICT GEO CODE,UPAJILA GEO CODE,MOUJA NAME,CS JL NO,CS DISTRICT,CS UPAJILA NAME,SA JL NO,SA DISTRICT,SA UPAJILA NAME,RS JL NO,RS DISTRICT,RS UPAJILA NAME
38,61,আমিরা,133,বগুড়া,ক্ষেতলাল,133,বগুড়া,ক্ষেতলাল,33,জয়পুরহাট,ক্ষেতলাল
38,61,দক্ষিণ তাউসারা,150,বগুড়া,ক্ষেতলাল,150,বগুড়া,ক্ষেতলাল,39,জয়পুরহাট,ক্ষেতলাল
38,61,মুকুল,127,বগুড়া,ক্ষেতলাল,127,বগুড়া,ক্ষেতলাল,127,জয়পুরহাট,ক্ষেতলাল
38,61,সামন্তহার,136,বগুড়া,ক্ষেতলাল,136,বগুড়া,ক্ষেতলাল,38,জয়পুরহাট,ক্ষেতলাল
38,61,দেউলিয়া,155,বগুড়া,ক্ষেতলাল,155,বগুড়া,ক্ষেতলাল,69,জয়পুরহাট,ক্ষেতলাল
38,61,বেলতা বান দিঘী,151,বগুড়া,ক্ষেতলাল,151,বগুড়া,ক্ষেতলাল,40,জয়পুরহাট,ক্ষেতলাল
38,61,ধামসুন্ডা,189,বগুড়া,ক্ষেতলাল,189,বগুড়া,ক্ষেতলাল,82,জয়পুরহাট,ক্ষেতলাল
38,61,গুড়ুরা,193,বগুড়া,ক্ষেতলাল,193,বগুড়া,ক্ষেতলাল,77,জয়পুরহাট,ক্ষেতলাল
38,61,কাপাসটিকরী,182,বগুড়া,ক্ষেতলাল,182,বগুড়া,ক্ষেতলাল,73,জয়পুরহাট,ক্ষেতলাল
38,61,খারিজা দেওতাহার ,-,বগুড়া,ক্ষেতলাল,-,বগুড়া,ক্ষেতলাল,79,জয়পুরহাট,ক্ষেতলাল
38,61,দেউতাহার,183,বগুড়া,ক্ষেতলাল,183,বগুড়া,ক্ষেতলাল,72,জয়পুরহাট,ক্ষেতলাল
38,61,হন্তনাবাজ/হস্তনাবাদ,178,বগুড়া,ক্ষেতলাল,178,বগুড়া,ক্ষেতলাল,64,জয়পুরহাট,ক্ষেতলাল
38,61,জিয়াপুর,131,বগুড়া,ক্ষেতলাল,131,বগুড়া,ক্ষেতলাল,31,জয়পুরহাট,ক্ষেতলাল
38,61,পশ্চিম দেওগাঁও,134,বগুড়া,ক্ষেতলাল,134,বগুড়া,ক্ষেতলাল,34,জয়পুরহাট,ক্ষেতলাল
38,61,রঘুনাথপুর,-,বগুড়া,ক্ষেতলাল,-,বগুড়া,ক্ষেতলাল,65,জয়পুরহাট,ক্ষেতলাল
38,61,দক্ষিণ তেলিহার,165,বগুড়া,ক্ষেতলাল,165,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,গোলাহার,164,বগুড়া,ক্ষেতলাল,164,বগুড়া,ক্ষেতলাল,60,জয়পুরহাট,ক্ষেতলাল
38,61,বিনসারা,123,বগুড়া,ক্ষেতলাল,123,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,বয়রা,122,বগুড়া,ক্ষেতলাল,122,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,দাসরা,124,বগুড়া,ক্ষেতলাল,124,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,পশ্চিম দুর্গাপুর,130,বগুড়া,ক্ষেতলাল,130,বগুড়া,ক্ষেতলাল,30,জয়পুরহাট,ক্ষেতলাল
38,61,দামগড়,-,বগুড়া,ক্ষেতলাল,-,বগুড়া,ক্ষেতলাল,61,জয়পুরহাট,ক্ষেতলাল
38,61,দৌলতপুর,184,বগুড়া,ক্ষেতলাল,184,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,পশ্চিম সরাইল,126,বগুড়া,ক্ষেতলাল,126,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,শঙ্করবাগ,153,বগুড়া,ক্ষেতলাল,153,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,গোতাহার,148,বগুড়া,ক্ষেতলাল,148,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,মাটিহাস,152,বগুড়া,ক্ষেতলাল,152,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,বুড়ইল,92,বগুড়া,ক্ষেতলাল,92,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,কসবা,159,বগুড়া,ক্ষেতলাল,159,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,শাখারঞ্জ,163,বগুড়া,ক্ষেতলাল,163,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,কৃষ্ণনগর,37,বগুড়া,ক্ষেতলাল,37,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,দক্ষিনবস্তা,196,বগুড়া,ক্ষেতলাল,196,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,সুহলি,192,বগুড়া,ক্ষেতলাল,192,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,উত্তরবস্তা,162,বগুড়া,ক্ষেতলাল,162,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,বানাইচ,154,বগুড়া,ক্ষেতলাল,154,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,সহলাপাড়া,181,বগুড়া,ক্ষেতলাল,181,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,পৌলঞ্জ,194,বগুড়া,ক্ষেতলাল,194,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,বানিয়াচাপর,197,বগুড়া,ক্ষেতলাল,197,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,আটি,128,বগুড়া,ক্ষেতলাল,128,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,দক্ষিন হাটশহর,147,বগুড়া,ক্ষেতলাল,147,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,নসিরপুর,179,বগুড়া,ক্ষেতলাল,179,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,রসুলপুর,138,বগুড়া,ক্ষেতলাল,138,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,ভাশিলা,161,বগুড়া,ক্ষেতলাল,161,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,সুলতানপুর,188,বগুড়া,ক্ষেতলাল,188,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,তেলাবাদল,39,বগুড়া,ক্ষেতলাল,39,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,বারুইল,135,বগুড়া,ক্ষেতলাল,135,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,কালিঙ্গ,145,বগুড়া,ক্ষেতলাল,145,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,বুরাইল,40,বগুড়া,ক্ষেতলাল,40,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,বিনয়,156,বগুড়া,ক্ষেতলাল,156,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,পশ্চিম ইটাইল,158,বগুড়া,ক্ষেতলাল,158,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,পাচুল,185,বগুড়া,ক্ষেতলাল,185,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,গোপালপুর,168,বগুড়া,ক্ষেতলাল,168,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,মহবতপুর,129,বগুড়া,ক্ষেতলাল,129,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,ক্ষেতলাল,121,বগুড়া,ক্ষেতলাল,121,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,মির্জাপুর,139,বগুড়া,ক্ষেতলাল,139,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,মামুদপুর,137,বগুড়া,ক্ষেতলাল,137,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,আয়মাপুর,140,বগুড়া,ক্ষেতলাল,140,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,আকলাস,191,বগুড়া,ক্ষেতলাল,191,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,জামুহালী,41,বগুড়া,ক্ষেতলাল,41,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,নাজিরপুর,-,বগুড়া,ক্ষেতলাল,-,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,কুসুমসহর,141,বগুড়া,ক্ষেতলাল,141,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,মুরারিপুর,142,বগুড়া,ক্ষেতলাল,142,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
38,61,সুজাপুর,176,বগুড়া,ক্ষেতলাল,186,বগুড়া,ক্ষেতলাল,-,জয়পুরহাট,ক্ষেতলাল
